geom,Address,Age 65+ Total,All_Persons,% of Seniors,latitude,longitude,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding,has_shelter,has_shelter_with_bench,distance,id,source,bench_count,amenity
"{""type"":""LineString"",""coordinates"":[[-79.169374,43.80281999999999],[-79.169156,43.80313199999999],[-79.169076,43.803246],[-79.169003,43.80335099999999],[-79.16920899999999,43.803786],[-79.168948,43.804101],[-79.16897899999999,43.80415299999999],[-79.169027,43.804257],[-79.16905199999999,43.80431]]}",10 Dean Park Rd,"160","348",0.459770114942529,43.8027455,-79.1697118,"6578",Meadowvale Rd at Dean Park Rd,43.804327,-79.168982,Some,"0","1","182","1",OpenStreetMaps,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.169076,43.802016],[-79.168937,43.802284],[-79.168919,43.80232699999999],[-79.168907,43.802356],[-79.16896199999999,43.802463],[-79.16901,43.802557],[-79.16902199999999,43.802585],[-79.16906899999999,43.80269299999999],[-79.169162,43.802731],[-79.16894899999999,43.80305899999999],[-79.169156,43.80313199999999],[-79.169076,43.803246],[-79.169003,43.80335099999999],[-79.16920899999999,43.803786],[-79.168948,43.804101],[-79.16897899999999,43.80415299999999],[-79.169027,43.804257],[-79.16905199999999,43.80431]]}",20 Dean Park Rd,"170","350",0.485714285714286,43.8018906,-79.169271,"6578",Meadowvale Rd at Dean Park Rd,43.804327,-79.168982,Some,"0","1","289","2",OpenStreetMaps,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.14812299999999,43.799028],[-79.148009,43.79928499999999],[-79.147962,43.79939199999999],[-79.148004,43.79954699999999],[-79.14795599999999,43.79960299999999],[-79.147925,43.79963899999999],[-79.14776399999999,43.799574],[-79.14750499999999,43.79953299999999],[-79.147445,43.79950999999999],[-79.147013,43.799315],[-79.146984,43.79929899999999]]}",11753 Sheppard Ave E,"170","454",0.374449339207048,43.7991364,-79.1485917,"7199",Sheppard Ave East at Kingston Rd,43.799271,-79.146963,Some,"1","1","158","3",OpenStreetMaps,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.21849,43.80785],[-79.21824999999999,43.80794],[-79.21822,43.80798],[-79.21822,43.80798],[-79.21829999999999,43.80812999999999],[-79.21837999999999,43.80816999999999],[-79.21838999999999,43.80818],[-79.21838999999999,43.80818],[-79.21849,43.80814999999999],[-79.21868999999999,43.80807],[-79.21872,43.80805999999999],[-79.21878999999999,43.80803],[-79.21886,43.80801999999999],[-79.21890999999999,43.80801],[-79.21895999999999,43.80801],[-79.21902,43.80801999999999],[-79.21916,43.80805],[-79.21921,43.80805],[-79.21925,43.80805],[-79.21927999999999,43.80803999999999],[-79.21932999999999,43.80801999999999],[-79.21939999999999,43.80798999999999],[-79.21949999999999,43.80794999999999],[-79.21953999999999,43.80794]]}",1315 Neilson Rd,"145","174",0.833333333333333,43.8078865,-79.2185917,"11329",1315 and 1319 Neilson Rd,43.807848,-79.219558,Some,"1","1","165","4",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.21822,43.80838],[-79.21819999999999,43.80832999999999],[-79.21819999999999,43.8083],[-79.21820999999999,43.80829],[-79.21820999999999,43.80827],[-79.21822,43.80825999999999],[-79.21823999999999,43.80823999999999],[-79.21824999999999,43.80823],[-79.21833999999999,43.80819999999999],[-79.21838999999999,43.80819],[-79.21838999999999,43.80819],[-79.21849,43.80814999999999],[-79.21868999999999,43.80807],[-79.21872,43.80805999999999],[-79.21878999999999,43.80803],[-79.21886,43.80801999999999],[-79.21890999999999,43.80801],[-79.21895999999999,43.80801],[-79.21902,43.80801999999999],[-79.21916,43.80805],[-79.21921,43.80805],[-79.21925,43.80805],[-79.21927999999999,43.80803999999999],[-79.21932999999999,43.80801999999999],[-79.21939999999999,43.80798999999999],[-79.21949999999999,43.80794999999999],[-79.21953999999999,43.80794]]}",1319 Neilson Rd,"173","203",0.852216748768473,43.8084516,-79.2179309,"11329",1315 and 1319 Neilson Rd,43.807848,-79.219558,Some,"1","1","132","5",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.19726,43.74280999999999],[-79.19726,43.74282999999999],[-79.19726,43.74284999999999],[-79.19726,43.74287],[-79.19727,43.74289999999999],[-79.19728999999999,43.74295],[-79.19747999999999,43.7434],[-79.1975,43.74354],[-79.19765999999999,43.74391],[-79.19768999999999,43.74398],[-79.19783999999999,43.74432999999999],[-79.19786,43.74439999999999],[-79.19794,43.74457999999999],[-79.19795999999999,43.74465],[-79.19799,43.74470999999999],[-79.19813999999999,43.74506999999999],[-79.19817999999999,43.74517999999999],[-79.19821,43.74526],[-79.19841999999999,43.74575],[-79.19849999999999,43.74586],[-79.19866,43.74624],[-79.19867999999999,43.74636999999999],[-79.19871,43.74647],[-79.19875999999999,43.74651999999999],[-79.19886999999999,43.74674999999999],[-79.19889999999999,43.74683],[-79.19894999999999,43.74694],[-79.19898,43.74698999999999],[-79.19899999999999,43.74703999999999],[-79.19898999999999,43.74712999999999],[-79.19907999999999,43.74732999999999],[-79.19911,43.74739999999999],[-79.19912999999999,43.74743999999999],[-79.19912999999999,43.74743999999999],[-79.19929999999999,43.74739999999999],[-79.19929999999999,43.74741],[-79.19934,43.74739999999999],[-79.19941,43.74738]]}",45 Livingston Rd,"175","241",0.726141078838174,43.7428039,-79.1967953,"2681",Guildwood Pkwy at Livingston Rd,43.74735,-79.199399,Some,"1","1","557","6",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.19746999999999,43.74439999999999],[-79.19751999999999,43.74443999999999],[-79.19762,43.7445],[-79.19762,43.74452999999999],[-79.19762,43.74457],[-79.19764999999999,43.74459999999999],[-79.19768,43.74463],[-79.19771,43.74463999999999],[-79.19771,43.74463999999999],[-79.19774999999999,43.74466],[-79.19786,43.74466999999999],[-79.19795999999999,43.74465],[-79.19795999999999,43.74465],[-79.19799,43.74470999999999],[-79.19813999999999,43.74506999999999],[-79.19817999999999,43.74517999999999],[-79.19821,43.74526],[-79.19841999999999,43.74575],[-79.19849999999999,43.74586],[-79.19866,43.74624],[-79.19867999999999,43.74636999999999],[-79.19871,43.74647],[-79.19875999999999,43.74651999999999],[-79.19886999999999,43.74674999999999],[-79.19889999999999,43.74683],[-79.19894999999999,43.74694],[-79.19898,43.74698999999999],[-79.19899999999999,43.74703999999999],[-79.19898999999999,43.74712999999999],[-79.19907999999999,43.74732999999999],[-79.19911,43.74739999999999],[-79.19912999999999,43.74743999999999],[-79.19912999999999,43.74743999999999],[-79.19929999999999,43.74739999999999],[-79.19929999999999,43.74741],[-79.19934,43.74739999999999],[-79.19941,43.74738]]}",55 Livingston Rd,"132","262",0.50381679389313,43.7444819,-79.1973242,"2681",Guildwood Pkwy at Livingston Rd,43.74735,-79.199399,Some,"1","1","407","7",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.20207,43.74638999999999],[-79.20215,43.74638],[-79.20220999999999,43.74638999999999],[-79.20229999999999,43.74640999999999],[-79.20229999999999,43.74640999999999],[-79.20237,43.74635],[-79.20243999999999,43.74629999999999],[-79.20244999999999,43.74629],[-79.20252999999999,43.74622999999999],[-79.20261999999999,43.74618],[-79.20261999999999,43.74616999999999],[-79.20266999999999,43.74615]]}",71 Guildwood Pky,"71","106",0.669811320754717,43.7461122,-79.2018459,"2685",Guildwood Pkwy at Prince Philip Blvd East Side,43.746141,-79.20265,Some,"0","0","62","8",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.20335,43.78088],[-79.2034,43.78087],[-79.20404999999999,43.78070999999999],[-79.20404999999999,43.78070999999999],[-79.20411,43.78083],[-79.20414999999999,43.7809],[-79.20418999999999,43.78101],[-79.20425,43.78116],[-79.20429,43.78123],[-79.20429,43.78123],[-79.20421,43.78123],[-79.20417,43.78121999999999],[-79.20414999999999,43.78121999999999]]}",2877 Ellesmere Rd,"124","178",0.696629213483146,43.7806535,-79.2032217,"11597",Centenary Hospital Loop at Neilson Rd,43.78123,-79.204142,Some,"0","0","134","9",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.18859999999999,43.76688],[-79.18962,43.76659],[-79.18962,43.76659],[-79.18971999999999,43.76682999999999],[-79.18974,43.76686999999999],[-79.18980999999999,43.76702],[-79.18985999999999,43.76711],[-79.18985999999999,43.76711],[-79.18980999999999,43.76717],[-79.18962,43.76738]]}",4175 Lawrence Ave E,"109","352",0.309659090909091,43.7671631,-79.1887556,"6488",Kingston Rd at Lawrence Ave East,43.767363,-79.189589,Some,"1","1","201","10",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.18206,43.77586999999999],[-79.18207999999999,43.77586],[-79.18213,43.77579],[-79.18233999999999,43.77557],[-79.18246999999999,43.77541999999999],[-79.18250999999999,43.77537],[-79.18271,43.77516],[-79.1828,43.77506],[-79.18296999999999,43.77488],[-79.18303,43.77481999999999],[-79.18318999999999,43.77465999999999],[-79.18329,43.77458],[-79.18336999999999,43.77449],[-79.18341999999999,43.77443],[-79.18339,43.77441],[-79.18339,43.77441],[-79.1833,43.77436999999999],[-79.18327999999999,43.77438999999999],[-79.18317999999999,43.77429],[-79.18313,43.77423999999999],[-79.18309999999999,43.7742],[-79.18309999999999,43.7742],[-79.18307,43.77422],[-79.183,43.77423999999999]]}",50 Old Kingston Rd,"107","142",0.753521126760563,43.7758694,-79.1820544999999,"13694",Kingston Rd at Old Kingston Rd,43.774223,-79.182991,Some,"1","1","250","11",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.18211999999999,43.76821999999999],[-79.18214,43.76823],[-79.18215999999999,43.76823999999999],[-79.18218,43.76825],[-79.18220999999999,43.76825],[-79.18224999999999,43.76825],[-79.18232,43.76823999999999],[-79.18232,43.76823999999999],[-79.18249,43.76863999999999],[-79.18254,43.76874],[-79.18258,43.76881],[-79.18260999999999,43.76887],[-79.18264,43.76894999999999],[-79.18265999999999,43.76899999999999],[-79.18268999999999,43.76906999999999],[-79.18268999999999,43.76906999999999],[-79.18283999999999,43.76901999999999],[-79.18286,43.76901999999999]]}",121 Ling Rd,"251","430",0.583720930232558,43.7683227,-79.1819232,"4419",Lawrence Ave East at Ling Rd,43.769003,-79.18293,Some,"1","1","144","12",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.20456,43.75003999999999],[-79.20454999999999,43.75001999999999],[-79.20453,43.75],[-79.20452,43.74998],[-79.20449999999999,43.74996999999999],[-79.20448,43.74994999999999],[-79.20444999999999,43.74994],[-79.20443,43.74992999999999],[-79.2044,43.74992],[-79.20438,43.74991],[-79.20435,43.74989999999999],[-79.20431999999999,43.74989999999999],[-79.20426999999999,43.74989],[-79.20426,43.74989],[-79.20426,43.74989],[-79.20422,43.74963999999999],[-79.20422,43.74956],[-79.20421,43.74947],[-79.20422,43.74940999999999],[-79.20423999999999,43.74938],[-79.20431999999999,43.74924],[-79.20448,43.74909999999999],[-79.20456,43.74902999999999],[-79.20462,43.749],[-79.20466,43.74897],[-79.20466,43.74897],[-79.20467999999999,43.74900999999999],[-79.20471999999999,43.74904999999999],[-79.20474,43.74907999999999],[-79.20479,43.74913],[-79.20484999999999,43.74918999999999],[-79.20487,43.74920999999999]]}",10 Guildwood Pkwy,"238","295",0.806779661016949,43.7499647,-79.2048121,"11372",Guildwood Pkwy at Kingston Rd,43.74921,-79.204867,Some,"1","1","201","13",Google,"1","Shelter With Bench Underneath,Bench nearby"
"{""type"":""LineString"",""coordinates"":[[-79.20456,43.74835],[-79.20456,43.74837],[-79.20457,43.74844999999999],[-79.20456,43.7485],[-79.20457,43.74864999999999],[-79.20457,43.74873999999999],[-79.20458,43.74879],[-79.20466,43.74897],[-79.20467999999999,43.74900999999999],[-79.20471999999999,43.74904999999999],[-79.20474,43.74907999999999],[-79.20479,43.74913],[-79.20484999999999,43.74918999999999],[-79.20487,43.74920999999999]]}",20 Guildwood Pkwy,"248","310",0.8,43.7483504,-79.2045054,"11372",Guildwood Pkwy at Kingston Rd,43.74921,-79.204867,Some,"1","1","98","14",Google,"1","Shelter With Bench Underneath,Bench nearby"
"{""type"":""LineString"",""coordinates"":[[-79.21585,43.75507],[-79.2158,43.75507],[-79.21575,43.75508],[-79.21569999999999,43.75509],[-79.21564999999999,43.75511],[-79.21563,43.75511999999999],[-79.2145,43.75547999999999],[-79.21443999999999,43.75549999999999],[-79.21434999999999,43.75554],[-79.21420999999999,43.75558],[-79.21411999999999,43.75560999999999],[-79.21398999999999,43.75565999999999],[-79.21366999999999,43.75574999999999],[-79.21366999999999,43.75574999999999],[-79.21375,43.75580999999999],[-79.21376999999999,43.75583999999999],[-79.21379,43.75589999999999],[-79.21389,43.75614],[-79.21394999999999,43.75625999999999],[-79.21397,43.75630999999999],[-79.21402999999999,43.75643999999999],[-79.21408999999999,43.75654],[-79.2142,43.75681],[-79.21423,43.75692],[-79.21438,43.75724],[-79.21438999999999,43.75724],[-79.21443999999999,43.75733999999999],[-79.21443999999999,43.75735999999999],[-79.21439999999999,43.75737],[-79.21456999999999,43.75777],[-79.21502999999999,43.75883],[-79.21510999999999,43.75894],[-79.21531,43.75939],[-79.21532999999999,43.75945999999999],[-79.2154,43.75961],[-79.2155,43.75983],[-79.21553,43.7599],[-79.21559,43.76005],[-79.21578999999999,43.76050999999999],[-79.2158,43.76050999999999],[-79.21586,43.76064999999999],[-79.21586999999999,43.76068],[-79.21590999999999,43.76082999999999],[-79.21593,43.76088],[-79.21595999999999,43.76099],[-79.21596999999999,43.76111],[-79.21598,43.76122],[-79.21599,43.76136999999999],[-79.21598,43.76146],[-79.21599,43.76167],[-79.21599,43.76167],[-79.21600999999999,43.76165999999999],[-79.21612,43.76164]]}",450 Scarborough Golf Club Rd,"105","141",0.74468085106383,43.7544861,-79.2160102,"5316",Lawrence Ave East at Scarborough Golf Club Rd,43.761645,-79.216118,Some,"1","1","915","15",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.23192,43.78056],[-79.23165,43.77994],[-79.23162999999999,43.77991999999999],[-79.23162999999999,43.77991999999999],[-79.23166999999999,43.77991],[-79.23172999999999,43.77989],[-79.23179,43.77987999999999],[-79.23202999999999,43.77982],[-79.23211999999999,43.77980999999999],[-79.23220999999999,43.7798],[-79.2325,43.77973999999999],[-79.23264,43.77971],[-79.23274,43.77969],[-79.23279999999999,43.77967999999999],[-79.23282,43.77967],[-79.23283,43.77967999999999],[-79.23314999999999,43.77962],[-79.23318,43.77960999999999],[-79.23318,43.77960999999999]]}",50 Tuxedo Crt,"155","375",0.413333333333333,43.7806126,-79.2316951,"5586",Markham Rd at Tuxedo Crt,43.779611,-79.233182,Some,"1","1","209","16",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.22186999999999,43.75986999999999],[-79.22203,43.75985],[-79.22203,43.75985],[-79.22199,43.7597],[-79.22196999999999,43.75963999999999],[-79.22195,43.75954999999999],[-79.22195,43.75954999999999],[-79.22247,43.75943999999999],[-79.22271999999999,43.75939],[-79.22299999999999,43.75927],[-79.22299999999999,43.75927],[-79.22301,43.75963],[-79.22301,43.75968],[-79.22302,43.75992],[-79.22301,43.75999],[-79.22302,43.76001999999999],[-79.22302999999999,43.76006],[-79.22306,43.76012999999999],[-79.22307,43.76015]]}",65 Greencrest Circuit,"403","436",0.924311926605504,43.7600404,-79.2218967,"5274",Lawrence Ave East at Greencrest Circt East Side,43.760144,-79.223083,Some,"1","1","234","17",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.24936999999999,43.77282],[-79.24938,43.77282],[-79.24958999999999,43.77266999999999],[-79.24971999999999,43.77264999999999],[-79.24979999999999,43.77262999999999],[-79.24988,43.77262],[-79.25001,43.77259999999999],[-79.25002999999999,43.77259],[-79.25009,43.77259],[-79.25018,43.77257],[-79.25033999999999,43.77259999999999],[-79.2506,43.77255],[-79.25069,43.77253],[-79.25078999999999,43.7725],[-79.25094,43.77244],[-79.25105999999999,43.77241999999999],[-79.25117,43.77239999999999]]}",1680 Ellesmere Rd,"101","245",0.412244897959184,43.7728883,-79.2493969,"7695",Ellesmere Rd at McCowan Rd,43.77237,-79.251163,Some,"0","1","154","18",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.20445399999999,43.752288],[-79.20442199999999,43.75227199999999],[-79.20434699999999,43.752237],[-79.20434299999999,43.75212899999999],[-79.20436599999999,43.75209999999999],[-79.20447799999999,43.75195899999999],[-79.20464099999999,43.75188599999999],[-79.20468099999999,43.751877],[-79.205022,43.751804],[-79.20500099999999,43.751759],[-79.20490999999999,43.75164699999999],[-79.20475299999999,43.751547],[-79.204605,43.751497],[-79.204576,43.751485],[-79.206028,43.74985999999999],[-79.205949,43.74982299999999],[-79.20579499999999,43.749746],[-79.205686,43.74969399999999],[-79.20566599999999,43.74975299999999],[-79.205539,43.749887]]}",90 Dale Ave,"88","286",0.307692307692308,43.7525677,-79.2041962,"4229",Kingston Rd at Guildwood Pkwy East Side,43.74987,-79.205505,Some,"1","1","417","19",OpenStreetMaps,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.21295999999999,43.74389],[-79.21291999999999,43.74387999999999],[-79.21287999999999,43.74387],[-79.21286,43.74387],[-79.21282999999999,43.74387],[-79.21278999999999,43.74387],[-79.21272999999999,43.74387999999999],[-79.21263999999999,43.74391],[-79.21258,43.74394],[-79.21258,43.74394],[-79.21254,43.74392999999999],[-79.21218,43.74381999999999],[-79.21213,43.74381]]}",3231 Eglinton Ave E,"89","242",0.367768595041322,43.7436905,-79.2130678,"2283",Eglinton Ave East at Kingston Rd,43.743796,-79.212135,Some,"1","0","75","20",Google,"0",Shelter Without Bench
"{""type"":""LineString"",""coordinates"":[[-79.21308,43.74392],[-79.21304,43.74391],[-79.21291999999999,43.74387999999999],[-79.21287999999999,43.74387],[-79.21286,43.74387],[-79.21282999999999,43.74387],[-79.21278999999999,43.74387],[-79.21272999999999,43.74387999999999],[-79.21263999999999,43.74391],[-79.21258,43.74394],[-79.21258,43.74394],[-79.21254,43.74392999999999],[-79.21218,43.74381999999999],[-79.21213,43.74381]]}",3233 Eglinton Ave E,"174","437",0.398169336384439,43.7437506,-79.2131718,"2283",Eglinton Ave East at Kingston Rd,43.743796,-79.212135,Some,"1","0","85","21",Google,"0",Shelter Without Bench
"{""type"":""LineString"",""coordinates"":[[-79.26922999999999,43.73344],[-79.26864999999999,43.73357],[-79.26864999999999,43.73357],[-79.26868,43.73364],[-79.26873999999999,43.73378],[-79.26877,43.73384999999999],[-79.26883999999999,43.73402],[-79.26878999999999,43.7342],[-79.26872,43.73436999999999],[-79.26874999999999,43.73443999999999],[-79.26874999999999,43.73445]]}",800 Kennedy Rd,"59","106",0.556603773584906,43.7332263,-79.2691443,"4129",Kennedy Rd at Treverton Dr North Side,43.73445,-79.268738,Some,"1","1","149","22",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.25902299999999,43.733127],[-79.25902299999999,43.733127],[-79.25896699999999,43.73320199999999],[-79.258724,43.733266],[-79.258627,43.73321599999999],[-79.258589,43.73324],[-79.258537,43.73325799999999],[-79.25848999999999,43.733266],[-79.25843199999999,43.733268],[-79.25836499999999,43.73325599999999],[-79.258322,43.73324199999999],[-79.25828599999999,43.73322799999999],[-79.258244,43.73321599999999],[-79.25821399999999,43.733215],[-79.25814499999999,43.73322999999999],[-79.257868,43.73329199999999],[-79.25780799999999,43.733307],[-79.25775,43.73332899999999],[-79.25770199999999,43.733243],[-79.25767199999999,43.73318199999999],[-79.25763899999999,43.733144],[-79.25759399999999,43.73303899999999]]}",120 Town Haven Pl,"174","184",0.945652173913044,43.73318,-79.2592546,"2912",Midland Ave at Town Haven Pl South Side,43.733036,-79.257608,Some,"0","1","150","23",OpenStreetMaps,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.27761999999999,43.72943999999999],[-79.27763,43.72950999999999],[-79.27763,43.72964],[-79.27764,43.72968999999999]]}",835 Birchmount Rd,"60","170",0.352941176470588,43.7294633,-79.2774426,"403",Birchmount Rd at Eglinton Ave East,43.729686,-79.277693,Some,"1","0","28","24",Google,"0",Shelter Without Bench
"{""type"":""LineString"",""coordinates"":[[-79.27929,43.70331999999999],[-79.2791,43.70337],[-79.27907,43.70337],[-79.27845,43.70351999999999],[-79.27831999999999,43.70353999999999],[-79.27822,43.70358],[-79.27813999999999,43.7036],[-79.27782,43.70365999999999],[-79.27776,43.70367999999999],[-79.27770999999999,43.70369],[-79.27770999999999,43.70369],[-79.27773,43.70373]]}",40 Firvalley Crt,"56","186",0.301075268817204,43.7036294,-79.2794258,"3160",Warden Ave at Firvalley Crt,43.703737,-79.277715,Some,"0","1","155","25",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.278371,43.693539],[-79.278377,43.69353799999999]]}",3330 Danforth Ave,"175","197",0.888324873096447,43.6937596,-79.2784564,"1833",Danforth Ave at Leyton Ave West Side,43.693513,-79.278367,Some,"0","1","0","26",OpenStreetMaps,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.23921,43.72064],[-79.23946999999999,43.72057999999999],[-79.24000999999999,43.72046999999999],[-79.24009999999999,43.72045],[-79.24013999999999,43.72044],[-79.24018999999999,43.72041999999999],[-79.24024,43.72039],[-79.24029,43.72037],[-79.24036999999999,43.72032999999999],[-79.24048,43.7203],[-79.24063999999999,43.72026999999999],[-79.2407,43.72025],[-79.24075,43.72023],[-79.24076999999999,43.72021999999999],[-79.24079999999999,43.72019999999999],[-79.24084999999999,43.72017999999999],[-79.24089999999999,43.72017],[-79.24092,43.72016],[-79.24103999999999,43.72014],[-79.24124999999999,43.72008999999999],[-79.24124999999999,43.72008999999999],[-79.24125999999999,43.72012],[-79.24142,43.72050999999999]]}",17 Brimley Rd,"321","357",0.899159663865546,43.7204592,-79.2391321,"3367",Brimley Rd at St Clair Ave East South Side,43.720503,-79.241428,Some,"1","1","211","27",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.215688,43.739665],[-79.21528899999999,43.740012],[-79.21429399999999,43.74094399999999],[-79.214229,43.74100399999999],[-79.214308,43.74105],[-79.21431699999999,43.741055],[-79.21439999999999,43.741104],[-79.21457999999999,43.741176],[-79.21423,43.74152],[-79.21430499999999,43.74156299999999],[-79.214431,43.741433],[-79.214539,43.74133599999999]]}",3555 Kingston Rd,"140","142",0.985915492957746,43.7393941,-79.2152367,"2769",Kingston Rd at Brinloor Blvd,43.74133,-79.214529,Some,"1","1","311","28",OpenStreetMaps,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.28297,43.68146],[-79.28279999999999,43.68112],[-79.28279999999999,43.68112],[-79.28292,43.68108999999999],[-79.28316999999999,43.68103],[-79.28332,43.68101],[-79.28342999999999,43.68099],[-79.28361999999999,43.68097],[-79.28379999999999,43.68094],[-79.28394,43.68092999999999]]}",1080 Kingston Rd,"100","267",0.374531835205993,43.6813958,-79.2832278,"4266",Kingston Rd at Victoria Park Ave,43.6809,-79.283931,Some,"0","0","151","29",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.26870999999999,43.68959999999999],[-79.26867,43.68947],[-79.26867,43.68947],[-79.26869999999999,43.68945],[-79.26877,43.68939],[-79.26878999999999,43.68932],[-79.26878999999999,43.68932],[-79.26883999999999,43.68927999999999],[-79.26913,43.68909]]}",1546 Kingston Rd,"62","181",0.342541436464088,43.6895779,-79.2688151,"7904",Kingston Rd at Manderley Dr,43.689073,-79.269114,Some,"1","1","79","30",Google,"1","Shelter With Bench Underneath,Bench nearby"
"{""type"":""LineString"",""coordinates"":[[-79.28226999999999,43.68108],[-79.28219,43.68110999999999],[-79.28198999999999,43.68117999999999],[-79.28192,43.68119999999999],[-79.28172999999999,43.68126999999999],[-79.28145999999999,43.68135]]}",1093 Kingston Rd,"120","203",0.591133004926108,43.6808839,-79.2821545,"11840",Kingston Rd at Blantyre Ave,43.681329,-79.281449,Some,"0","0","72","31",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.28242,43.68104],[-79.28228,43.68108],[-79.28219,43.68110999999999],[-79.28198999999999,43.68117999999999],[-79.28192,43.68119999999999],[-79.28172999999999,43.68126999999999],[-79.28145999999999,43.68135]]}",1091 Kingston Rd,"95","146",0.650684931506849,43.6808563,-79.2823101,"11840",Kingston Rd at Blantyre Ave,43.681329,-79.281449,Some,"0","0","84","32",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.28267999999999,43.74783],[-79.28237,43.7479],[-79.28203,43.74795999999999],[-79.28194,43.74797999999999],[-79.28154,43.74806],[-79.28128999999999,43.74813999999999],[-79.28119999999999,43.74812]]}",2185 Lawrence Ave E,"95","277",0.342960288808664,43.7475341,-79.2826823,"5243",Lawrence Ave East at Canlish Rd East Side,43.748099,-79.28121,Some,"0","0","123","33",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.25091999999999,43.75538],[-79.25100999999999,43.7554],[-79.25104,43.75535],[-79.25101999999999,43.75520999999999],[-79.25096999999999,43.75509],[-79.25088999999999,43.755],[-79.25083999999999,43.75495999999999],[-79.25073,43.75489],[-79.25073,43.75489],[-79.25074999999999,43.75484],[-79.25076,43.75480999999999],[-79.25077,43.75471999999999],[-79.25077,43.75466],[-79.25076,43.7546],[-79.25076,43.7546],[-79.25091999999999,43.75457],[-79.25100999999999,43.75455],[-79.25121,43.75451],[-79.25135,43.75448999999999]]}",2950 Lawrence Ave E,"199","216",0.921296296296296,43.7554457,-79.2506213,"5230",Lawrence Ave East at Barrymore Rd,43.754448,-79.251333,Some,"1","1","163","34",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.26657,43.74875999999999],[-79.26649,43.74857999999999],[-79.26649,43.74857999999999],[-79.26614999999999,43.74864999999999],[-79.26606999999999,43.74869],[-79.26609999999999,43.74902999999999],[-79.26621,43.74927],[-79.26621,43.74927],[-79.26613,43.74929],[-79.26591,43.74933],[-79.26581,43.74935],[-79.26565999999999,43.74936999999999],[-79.26555,43.74938999999999],[-79.26505,43.74947999999999],[-79.26494999999999,43.74949999999999],[-79.26492,43.74949999999999],[-79.26480999999999,43.74953],[-79.26469,43.74954999999999],[-79.26461,43.74956999999999],[-79.26461,43.74956999999999],[-79.26469,43.74971],[-79.26469,43.74972],[-79.2647,43.74974999999999]]}",101 Prudential Dr,"137","398",0.344221105527638,43.7488932,-79.2665658,"5735",Midland Ave at Prudential Dr,43.749747,-79.264703,Some,"1","1","286","35",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.24988999999999,43.75564],[-79.24996,43.75560999999999],[-79.25001,43.75556999999999],[-79.25002999999999,43.75551999999999],[-79.25,43.75542],[-79.24996,43.75531],[-79.24988999999999,43.75513999999999],[-79.24982,43.75497],[-79.24978,43.75491],[-79.24975,43.75484],[-79.24975,43.75480999999999],[-79.24975,43.75480999999999],[-79.24988999999999,43.75477999999999],[-79.24998999999999,43.75475999999999],[-79.25065999999999,43.75462],[-79.25076,43.7546],[-79.25091999999999,43.75457],[-79.25100999999999,43.75455],[-79.25121,43.75451],[-79.25135,43.75448999999999]]}",3010 Lawrence Ave E,"199","226",0.880530973451327,43.7557392,-79.2499217,"5230",Lawrence Ave East at Barrymore Rd,43.754448,-79.251333,Some,"1","1","245","36",Google,"0",Shelter With Bench Underneath
