geom,Address,Age 65+ Total,All_Persons,% of Seniors,latitude,longitude,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding,has_shelter,has_shelter_with_bench,distance,id,source,bench_count,amenity
"{""type"":""LineString"",""coordinates"":[[-79.316173,43.79954099999999],[-79.316174,43.79952],[-79.316124,43.799429],[-79.316237,43.79940299999999],[-79.31629399999999,43.799387],[-79.31632299999999,43.799353],[-79.31632799999999,43.79930699999999],[-79.31636199999999,43.79924599999999],[-79.316434,43.799235],[-79.31649299999999,43.799241],[-79.316551,43.79928],[-79.316614,43.79928],[-79.316669,43.799308],[-79.31677399999999,43.799486],[-79.31677,43.799353],[-79.316776,43.799263],[-79.316973,43.79918],[-79.317074,43.799283]]}",2330 Bridletowne Circle,"317","507",0.625246548323471,43.7996949,-79.3162052,"14276",2900 Warden Ave - Bridlewood Mall,43.799239,-79.31716,Some,"1","1","149","77",OpenStreetMaps,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.32187999999999,43.81275999999999],[-79.32193999999999,43.81269],[-79.32205,43.81259],[-79.32205,43.81259],[-79.322,43.81253999999999],[-79.32206999999999,43.81251],[-79.32206999999999,43.81251],[-79.3221,43.81253999999999],[-79.3221,43.81253999999999],[-79.32235,43.81226],[-79.32238999999999,43.81223],[-79.32256999999999,43.81215],[-79.32264,43.81212],[-79.32273999999999,43.8121],[-79.32277,43.81208999999999],[-79.32281999999999,43.81208999999999],[-79.32281999999999,43.81208999999999],[-79.32278999999999,43.81201999999999],[-79.32274999999999,43.81192999999999],[-79.32273,43.81188999999999],[-79.32273,43.81188999999999],[-79.32287999999999,43.81186],[-79.3232,43.81177999999999],[-79.32325,43.81175],[-79.32326999999999,43.81179],[-79.32335999999999,43.81177],[-79.32358,43.81170999999999],[-79.32358,43.81170999999999],[-79.32358999999999,43.81174]]}",255 Bamburgh Circle,"282","556",0.507194244604317,43.8128113,-79.3219807,"8532",Warden Ave at Bamburgh Cir (South),43.811731,-79.323609,Some,"1","1","232","78",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.32531,43.81405999999999],[-79.32527,43.81405999999999],[-79.32523,43.81407],[-79.32514999999999,43.81407999999999],[-79.32505999999999,43.81410999999999],[-79.32499,43.81412999999999],[-79.32496999999999,43.81414999999999],[-79.32496,43.81416999999999],[-79.32495,43.81419],[-79.32495,43.81423],[-79.32495,43.81427],[-79.32495,43.8143],[-79.32495,43.81430999999999],[-79.32495,43.81432999999999],[-79.32496,43.81434],[-79.32496999999999,43.81436],[-79.32497999999999,43.81436],[-79.32499,43.81439999999999],[-79.32497999999999,43.81443999999999],[-79.32497999999999,43.81443999999999],[-79.32493999999999,43.81441999999999],[-79.32480999999999,43.81434999999999],[-79.32474,43.81432999999999],[-79.3247,43.81434],[-79.32465999999999,43.81434999999999],[-79.32465999999999,43.81434999999999],[-79.32468,43.81441],[-79.3247,43.81447]]}",75 Bamburgh Cir,"246","800",0.3075,43.8142958,-79.3253433,"9634",Warden Ave at 125 Bamburgh Cir Apts,43.81447,-79.32467,Some,"1","1","116","79",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.32568,43.81537],[-79.32567,43.81537],[-79.32564999999999,43.81537],[-79.32563,43.81537],[-79.32560999999999,43.81535999999999],[-79.32559999999999,43.81535],[-79.32558,43.81533999999999],[-79.32556999999999,43.81533],[-79.32556999999999,43.81532],[-79.32555,43.81528],[-79.32555999999999,43.81526],[-79.32555999999999,43.81526],[-79.32550999999999,43.81526999999999],[-79.32518,43.81532],[-79.32508,43.81533],[-79.32501,43.81533999999999],[-79.32487,43.81535999999999],[-79.32479999999999,43.81535999999999],[-79.32479999999999,43.81535999999999],[-79.32479999999999,43.81528999999999],[-79.32480999999999,43.81514],[-79.32480999999999,43.81513],[-79.32479999999999,43.81499999999999],[-79.32478999999999,43.81488],[-79.32477,43.81472999999999],[-79.32474999999999,43.81466],[-79.32473,43.81456],[-79.3247,43.81447]]}",25 Bamburgh Cir,"249","800",0.31125,43.8155112,-79.3256954,"9634",Warden Ave at 125 Bamburgh Cir Apts,43.81447,-79.32467,Some,"1","1","192","80",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.32311,43.81351],[-79.32304999999999,43.81353],[-79.32286999999999,43.8136],[-79.32268,43.81363999999999],[-79.32262,43.81365],[-79.32256999999999,43.81365],[-79.32250999999999,43.81363999999999],[-79.32246,43.81363],[-79.32241999999999,43.8136],[-79.32238999999999,43.81356999999999],[-79.32231,43.81345],[-79.32226,43.81324999999999],[-79.32223999999999,43.81309999999999],[-79.32219999999999,43.81284],[-79.32223,43.81277999999999],[-79.32218,43.81268],[-79.32217,43.81266999999999],[-79.32215999999999,43.8126],[-79.3221,43.81253999999999],[-79.3221,43.81253999999999],[-79.32235,43.81226],[-79.32238999999999,43.81223],[-79.32256999999999,43.81215],[-79.32264,43.81212],[-79.32273999999999,43.8121],[-79.32277,43.81208999999999],[-79.32281999999999,43.81208999999999],[-79.32281999999999,43.81208999999999],[-79.32278999999999,43.81201999999999],[-79.32274999999999,43.81192999999999],[-79.32273,43.81188999999999],[-79.32273,43.81188999999999],[-79.32287999999999,43.81186],[-79.3232,43.81177999999999],[-79.32325,43.81175],[-79.32326999999999,43.81179],[-79.32335999999999,43.81177],[-79.32358,43.81170999999999],[-79.32358,43.81170999999999],[-79.32358999999999,43.81174]]}",275 Bamburgh Cir,"219","476",0.460084033613445,43.8136534,-79.3232305,"8532",Warden Ave at Bamburgh Cir (South),43.811731,-79.323609,Some,"1","1","368","81",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.32425999999999,43.81230999999999],[-79.32425,43.81226999999999],[-79.32424,43.81222],[-79.3242,43.81213],[-79.32415,43.81197999999999],[-79.32411999999999,43.8119],[-79.32411999999999,43.8119],[-79.3241,43.81192999999999],[-79.32408999999999,43.81194],[-79.32407,43.81195],[-79.32402999999999,43.81195999999999],[-79.32372999999999,43.81203],[-79.32372999999999,43.81203],[-79.32365,43.81186],[-79.32362,43.81179],[-79.32358999999999,43.81174]]}",175 Bamburgh Cir,"339","825",0.410909090909091,43.8123125,-79.3246397,"8532",Warden Ave at Bamburgh Cir (South),43.811731,-79.323609,Some,"1","1","129","82",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.32245,43.81264],[-79.32244,43.81262],[-79.32241999999999,43.8126],[-79.32241,43.81259],[-79.32237999999999,43.81257999999999],[-79.32236,43.81257999999999],[-79.32233999999999,43.81257999999999],[-79.32232,43.81257999999999],[-79.32223,43.8126],[-79.32219,43.81262],[-79.32219,43.81262],[-79.3221,43.81253999999999],[-79.3221,43.81253999999999],[-79.32235,43.81226],[-79.32238999999999,43.81223],[-79.32256999999999,43.81215],[-79.32264,43.81212],[-79.32273999999999,43.8121],[-79.32277,43.81208999999999],[-79.32281999999999,43.81208999999999],[-79.32281999999999,43.81208999999999],[-79.32278999999999,43.81201999999999],[-79.32274999999999,43.81192999999999],[-79.32273,43.81188999999999],[-79.32273,43.81188999999999],[-79.32287999999999,43.81186],[-79.3232,43.81177999999999],[-79.32325,43.81175],[-79.32326999999999,43.81179],[-79.32335999999999,43.81177],[-79.32358,43.81170999999999],[-79.32358,43.81170999999999],[-79.32358999999999,43.81174]]}",225 Bamburgh Cir,"216","514",0.420233463035019,43.8125692,-79.3227024,"8532",Warden Ave at Bamburgh Cir (South),43.811731,-79.323609,Some,"1","1","232","83",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.31546,43.79569999999999],[-79.31544999999999,43.79567999999999],[-79.31543,43.79563],[-79.31538999999999,43.79552],[-79.31532,43.79534],[-79.31517999999999,43.79495],[-79.31514,43.79482999999999]]}",2800 Warden Ave,"110","123",0.894308943089431,43.7957193,-79.3156894,"8528",Warden Ave at Apartments (South of Finch),43.794836,-79.315109,Some,"1","1","100","84",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.36079999999999,43.81036],[-79.36078,43.81038],[-79.36059,43.81045],[-79.36059,43.81045],[-79.36063,43.81051],[-79.36065,43.81054999999999],[-79.36066999999999,43.81058999999999],[-79.36068,43.81062],[-79.36069999999999,43.81065],[-79.36070999999999,43.81067999999999],[-79.36075999999999,43.81078],[-79.36079999999999,43.81087],[-79.36086,43.81101999999999],[-79.36086,43.81101999999999],[-79.36052999999999,43.81107999999999],[-79.36052999999999,43.81107999999999],[-79.36051,43.81103999999999]]}",4000 Don Mills Rd,"361","393",0.918575063613232,43.8104704,-79.3611529,"1974",Don Mills Rd at Steeles Ave East,43.81104,-79.360513,Some,"0","1","131","85",Google,"1","Shelter With Bench Underneath,Bench nearby"
"{""type"":""LineString"",""coordinates"":[[-79.35264999999999,43.79487999999999],[-79.35284,43.79471999999999],[-79.35284,43.79471999999999],[-79.35272999999999,43.79464],[-79.35267,43.79458],[-79.35263999999999,43.79455999999999],[-79.35259,43.79449],[-79.35254999999999,43.79440999999999],[-79.35250999999999,43.79433],[-79.35248,43.79424],[-79.35245,43.79415],[-79.35244,43.79404999999999],[-79.35241999999999,43.79397999999999],[-79.35239,43.79388999999999],[-79.35236999999999,43.79381999999999],[-79.35231,43.79355999999999],[-79.35227999999999,43.79346],[-79.35227,43.79343999999999],[-79.35227,43.79341999999999],[-79.35227,43.79341999999999],[-79.35224999999999,43.79334999999999],[-79.35211999999999,43.79337999999999]]}",55 Skymark Drive,"285","506",0.563241106719368,43.7949086,-79.3527051,"2552",Finch Ave East at Skymark Dr,43.793347,-79.352074,Some,"1","1","220","86",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.352709,43.795284],[-79.35266699999999,43.79527999999999],[-79.35260499999999,43.79521299999999],[-79.352601,43.795133],[-79.35263999999999,43.795054],[-79.352608,43.794978],[-79.35263899999999,43.794936],[-79.352883,43.79474199999999],[-79.352708,43.79459899999999],[-79.35256699999999,43.79438199999999],[-79.35242499999999,43.793993],[-79.352395,43.79388],[-79.352248,43.79334899999999],[-79.35209299999999,43.793387]]}",65 Skymark Drive,"279","345",0.808695652173913,43.7954721,-79.3526724,"2552",Finch Ave East at Skymark Dr,43.793347,-79.352074,Some,"1","1","253","87",OpenStreetMaps,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.35397,43.79646],[-79.35436,43.79637999999999],[-79.3545,43.79637],[-79.35469,43.79632999999999],[-79.35483,43.79632],[-79.3549,43.79632999999999],[-79.355,43.79634],[-79.35504,43.79634],[-79.35505,43.79632],[-79.35533999999999,43.79634],[-79.35542999999999,43.79634],[-79.35542999999999,43.79634],[-79.35541999999999,43.79646999999999],[-79.35541,43.79652]]}",85 Skymark Dr,"236","307",0.768729641693811,43.7961559,-79.3538506,"1965",Don Mills Rd at Premier Davis Blvd - Seneca College,43.79651,-79.35536,Some,"1","1","108","88",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.355068,43.79529099999999],[-79.35508699999999,43.79552499999999],[-79.35505899999999,43.79597499999999],[-79.355013,43.796261]]}",89 Skymark Drive,"273","419",0.651551312649165,43.7953115,-79.3545951,"1966",Don Mills Rd at Premier Davis Blvd - Seneca College,43.796264,-79.355054,Some,"1","1","108","89",OpenStreetMaps,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.35324,43.79198],[-79.35325,43.79198],[-79.35325,43.79198999999999],[-79.35325,43.792],[-79.35325,43.79202],[-79.35324,43.79204],[-79.35322999999999,43.79205],[-79.3532,43.79207999999999],[-79.35317,43.79209],[-79.35314999999999,43.79216999999999],[-79.35312999999999,43.79222],[-79.35303,43.79231],[-79.35293,43.79236999999999],[-79.35282999999999,43.7924],[-79.35282999999999,43.7924],[-79.35287999999999,43.79245999999999],[-79.35295,43.79254],[-79.35295,43.79254],[-79.3528,43.79261999999999],[-79.35264999999999,43.79267],[-79.35259,43.79269],[-79.35249,43.79271],[-79.35235,43.79274],[-79.35223999999999,43.79278999999999],[-79.35218,43.79283],[-79.35214,43.79287],[-79.35211999999999,43.79287999999999],[-79.35209999999999,43.79292],[-79.35208,43.79294],[-79.35206999999999,43.79299],[-79.35208,43.79301999999999],[-79.35209,43.79308],[-79.35199,43.79310999999999],[-79.35201,43.79314],[-79.35210999999999,43.79334999999999],[-79.35211999999999,43.79337999999999],[-79.35211999999999,43.79337999999999]]}",3303 Don Mills Rd.,"308","582",0.529209621993127,43.7918338,-79.3534921,"2552",Finch Ave East at Skymark Dr,43.793347,-79.352074,Some,"1","1","220","90",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.35151,43.79422],[-79.3515,43.79422999999999],[-79.35147,43.79426999999999],[-79.35143999999999,43.79428],[-79.35141,43.7943],[-79.35137,43.79431999999999],[-79.35129999999999,43.79431999999999],[-79.35124,43.79431999999999],[-79.3512,43.79431],[-79.35116999999999,43.7943],[-79.3511,43.79424999999999],[-79.35108999999999,43.79422],[-79.35108999999999,43.79417999999999],[-79.35111,43.79411999999999],[-79.35111,43.79406999999999],[-79.3511,43.79404],[-79.35108999999999,43.79401],[-79.35107999999999,43.79399999999999],[-79.35107,43.79399999999999],[-79.35106,43.79399],[-79.35105,43.79397999999999],[-79.35103999999999,43.79397999999999],[-79.35102,43.79397999999999],[-79.35098999999999,43.79399],[-79.35098,43.79399],[-79.35097,43.79399],[-79.35096,43.79395999999999],[-79.35090999999999,43.79393999999999],[-79.35084999999999,43.79390999999999],[-79.3508,43.79388999999999],[-79.35078,43.79388],[-79.35076999999999,43.79386],[-79.35072999999999,43.79379999999999],[-79.35069,43.79375],[-79.35066999999999,43.7937],[-79.35066999999999,43.7937],[-79.35066,43.7937],[-79.35066,43.7937],[-79.35056,43.79348],[-79.35056,43.79348],[-79.35063999999999,43.79346]]}",1700 Finch Ave E,"257","292",0.88013698630137,43.7941624,-79.351352,"2550",Finch Ave East at Seneca Hill Dr - Opposite Seneca College,43.793442,-79.350627,Some,"1","1","163","91",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.35191899999999,43.792439],[-79.351875,43.792352],[-79.351865,43.79235299999999],[-79.35184599999999,43.79235599999999],[-79.35173899999999,43.79237799999999],[-79.351707,43.792386],[-79.35168799999999,43.79239499999999],[-79.35167099999999,43.792405],[-79.351657,43.79241799999999],[-79.351646,43.792433],[-79.351639,43.792445],[-79.351635,43.792458],[-79.351633,43.792473],[-79.351633,43.79248499999999],[-79.351635,43.79249699999999],[-79.351639,43.792509],[-79.35170999999999,43.792715],[-79.35173399999999,43.792768],[-79.351859,43.79280299999999],[-79.35198699999999,43.79281699999999],[-79.35207599999999,43.79287399999999],[-79.35208799999999,43.79291599999999],[-79.35204699999999,43.793072],[-79.352136,43.793047],[-79.352186,43.793162],[-79.352231,43.79325699999999],[-79.352248,43.79334899999999],[-79.35209299999999,43.793387]]}",1555 Finch Ave E,"283","497",0.569416498993964,43.7925707,-79.3520533,"2552",Finch Ave East at Skymark Dr,43.793347,-79.352074,Some,"1","1","178","92",OpenStreetMaps,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.39100999999999,43.79272],[-79.39082999999999,43.79276],[-79.39065999999999,43.79278999999999],[-79.39065999999999,43.79278999999999],[-79.39069,43.79285999999999],[-79.39085,43.79281999999999],[-79.39085,43.79281999999999],[-79.3909,43.79294999999999],[-79.3909,43.79294999999999],[-79.39082999999999,43.79296]]}",70 Ruddington Dr,"106","142",0.746478873239437,43.7925512,-79.3909453,"1817",Cummer Ave at Ruddington Dr,43.792957,-79.390829,Some,"1","1","75","93",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.3917,43.78593999999999],[-79.39176,43.78593],[-79.39199999999999,43.78587999999999],[-79.39217999999999,43.78582999999999],[-79.39217999999999,43.78582999999999],[-79.39216999999999,43.78578999999999],[-79.39215,43.78567999999999],[-79.39213999999999,43.78564],[-79.39212999999999,43.78560999999999]]}",3181 Bayview Ave,"235","368",0.638586956521739,43.7857668,-79.3916329,"292",Bayview Ave at Finch Ave East North Side,43.785614,-79.392136,Some,"1","1","72","94",Google,"1","Shelter With Bench Underneath,Bench nearby"
"{""type"":""LineString"",""coordinates"":[[-79.38267,43.76671999999999],[-79.38272999999999,43.76677999999999],[-79.38279,43.76686],[-79.38284,43.76691],[-79.38285999999999,43.76693999999999],[-79.38290999999999,43.76704],[-79.38294999999999,43.76713],[-79.38299999999999,43.76724999999999],[-79.38304999999999,43.76733],[-79.38307,43.76737],[-79.38308999999999,43.76747],[-79.38317,43.76765999999999],[-79.38321999999999,43.76765],[-79.38322999999999,43.76767999999999],[-79.38322999999999,43.76767999999999],[-79.38333,43.76793],[-79.38331999999999,43.76793],[-79.38333,43.76794],[-79.38333,43.76794999999999],[-79.38329,43.76796],[-79.38316,43.76798],[-79.38309999999999,43.76798]]}",12 Rean Dr,"116","160",0.725,43.7666163,-79.382896,"7189",Sheppard Ave East at Hawksbury Dr,43.767965,-79.383021,Some,"1","1","141","95",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.381523,43.768821],[-79.381539,43.76888],[-79.38152599999999,43.76892999999999],[-79.381476,43.768984],[-79.38141699999999,43.769013],[-79.38133,43.76902499999999],[-79.38125999999999,43.769015],[-79.381186,43.76897999999999],[-79.381146,43.768937],[-79.381037,43.76896299999999],[-79.380927,43.768988],[-79.38073799999999,43.76895799999999],[-79.38055699999999,43.768877],[-79.380431,43.768807],[-79.380347,43.76859499999999],[-79.380345,43.76851299999999],[-79.38019599999999,43.76854699999999]]}",660 Sheppard Ave E,"120","195",0.615384615384615,43.7687687,-79.3818945,"7185",Sheppard Ave East at Greenbriar Rd,43.76856,-79.380202,Some,"0","1","160","96",OpenStreetMaps,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.38096,43.7684],[-79.38049999999999,43.7685],[-79.38049999999999,43.76850999999999],[-79.3803,43.76856],[-79.38030999999999,43.76859],[-79.38021999999999,43.76861]]}",662 Sheppard Ave E,"169","288",0.586805555555556,43.7684936,-79.3810379,"7185",Sheppard Ave East at Greenbriar Rd,43.76856,-79.380202,Some,"0","1","63","97",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.40822,43.78802],[-79.40823,43.78806],[-79.40823,43.78808999999999],[-79.40822,43.78811999999999],[-79.40822,43.78813],[-79.40820999999999,43.78813999999999],[-79.40819,43.78817],[-79.40818,43.78819],[-79.40816999999999,43.7882],[-79.40815999999999,43.78822],[-79.40815,43.78824],[-79.40815999999999,43.78829],[-79.40818,43.78835999999999],[-79.40822,43.78846999999999],[-79.40823,43.78849999999999],[-79.40825999999999,43.78857],[-79.40828,43.78862],[-79.40837,43.78882],[-79.4084,43.78887999999999],[-79.40842,43.78891999999999],[-79.40842,43.78891999999999],[-79.40856999999999,43.78889]]}",175 Cummer Ave.,"240","260",0.923076923076923,43.7879521,-79.4085808,"1823",205 Cummer Ave,43.788879,-79.408567,Some,"0","1","125","98",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.39257999999999,43.80136],[-79.39258999999999,43.80143],[-79.39258999999999,43.80145999999999],[-79.3926,43.80149999999999],[-79.39261,43.80153],[-79.39264,43.80156],[-79.3927,43.80162],[-79.39279,43.80169999999999],[-79.39283,43.80172999999999],[-79.39287,43.80178999999999],[-79.39291,43.80187999999999],[-79.39291,43.80187999999999],[-79.39320999999999,43.8018],[-79.3934,43.80174999999999],[-79.39354,43.80172],[-79.39369999999999,43.80167999999999],[-79.39400999999999,43.8016],[-79.39417,43.80156],[-79.39449,43.80147999999999],[-79.39464999999999,43.80143999999999],[-79.39482999999999,43.8014],[-79.39508999999999,43.80133],[-79.39524,43.80129],[-79.39533,43.80127],[-79.39542,43.80125],[-79.39552999999999,43.80122],[-79.39552999999999,43.80122],[-79.39548999999999,43.80104999999999]]}",4001 Bayview Ave,"273","404",0.675742574257426,43.8013688,-79.3923574,"273",Bayview Ave at Garnier Park,43.801054,-79.395495,Some,"0","0","317","99",Google,"1",Bench nearby
"{""type"":""LineString"",""coordinates"":[[-79.39289999999999,43.80234999999999],[-79.39271999999999,43.80239999999999],[-79.39233,43.80248999999999],[-79.39218999999999,43.80259],[-79.39218999999999,43.80259],[-79.39242,43.80351],[-79.39248999999999,43.80369],[-79.39249999999999,43.80373999999999],[-79.39251,43.80391999999999],[-79.39252,43.80395999999999],[-79.39251,43.80395999999999],[-79.39264,43.80416],[-79.39264,43.80416],[-79.39256,43.80418]]}",4003 Bayview Ave.,"192","288",0.666666666666667,43.8022642,-79.3928629,"8233",Steeles Ave East at Old English Lane,43.804155,-79.392546,Some,"1","1","243","100",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.39356999999999,43.80288],[-79.3936,43.80295],[-79.39368,43.80315],[-79.39369,43.80317999999999],[-79.39369,43.80322],[-79.39368,43.80324999999999],[-79.39367,43.80326999999999],[-79.39365999999999,43.80328999999999],[-79.39364,43.80331999999999],[-79.39361999999999,43.80333999999999],[-79.3936,43.80335999999999],[-79.39356999999999,43.80337],[-79.39355,43.80337999999999],[-79.3934,43.80342999999999],[-79.39285999999999,43.80355],[-79.3927,43.80359],[-79.3927,43.80359],[-79.39274,43.80377],[-79.39271999999999,43.80391],[-79.39271999999999,43.80393],[-79.39284999999999,43.80389999999999],[-79.39285999999999,43.80393999999999],[-79.39288999999999,43.80402],[-79.39279,43.80404],[-79.39283,43.80413],[-79.39283,43.80413],[-79.39275,43.80413],[-79.39256,43.80418]]}",4005 Bayview Ave,"304","425",0.715294117647059,43.8028342,-79.3938041,"8233",Steeles Ave East at Old English Lane,43.804155,-79.392546,Some,"1","1","211","101",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.41576,43.76816999999999],[-79.41576,43.7682],[-79.41576999999999,43.76821999999999],[-79.41579,43.76823],[-79.41580999999999,43.76825],[-79.41581999999999,43.76825],[-79.41583,43.76825],[-79.41585,43.76825999999999],[-79.41589,43.76825],[-79.41592,43.76823999999999],[-79.41592,43.76823999999999],[-79.41593,43.76832],[-79.41590999999999,43.76834999999999],[-79.41589999999999,43.76838999999999],[-79.41586999999999,43.76843999999999],[-79.41585,43.76845999999999],[-79.41583,43.76847],[-79.4158,43.76847999999999],[-79.41576999999999,43.76849],[-79.41574,43.7685],[-79.41571999999999,43.7685],[-79.4157,43.76850999999999],[-79.4157,43.76852],[-79.41568999999999,43.76852999999999],[-79.41567999999999,43.76856999999999],[-79.41567,43.76859],[-79.41571,43.76879999999999],[-79.41571,43.76879999999999],[-79.41566,43.76881],[-79.41543,43.76885999999999],[-79.41539,43.76887],[-79.41518999999999,43.76888999999999],[-79.41500999999999,43.76894999999999],[-79.41487999999999,43.76897999999999],[-79.41482,43.76899999999999],[-79.41464,43.76903999999999],[-79.41460999999999,43.76905],[-79.41446,43.76908999999999],[-79.41436,43.76910999999999],[-79.41418,43.76912],[-79.41414,43.76912999999999],[-79.41406,43.76917999999999],[-79.41365,43.76926999999999],[-79.41346,43.7693],[-79.41328,43.76935],[-79.41325999999999,43.76935],[-79.41316999999999,43.76937],[-79.41307,43.76939]]}",35 Park Home Ave,"264","287",0.9198606271777,43.7681549,-79.4155725,"9033",Yonge St at Park Home Ave,43.769422,-79.413082,Some,"1","1","301","102",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.39283,43.76296],[-79.39284,43.76299],[-79.39289999999999,43.7631],[-79.39293999999999,43.76315999999999],[-79.39297999999999,43.76321999999999],[-79.39298999999999,43.76324999999999],[-79.39309,43.76326999999999],[-79.39309,43.76326999999999],[-79.39312999999999,43.76326],[-79.39319,43.76324],[-79.39319,43.76324],[-79.39328,43.7633],[-79.39328,43.76332],[-79.39328,43.76333],[-79.39328,43.76335],[-79.39328999999999,43.76337999999999],[-79.39332,43.76343],[-79.39332,43.76344999999999],[-79.39333,43.76346],[-79.39333,43.76346999999999],[-79.39332,43.76346999999999],[-79.39331,43.76348],[-79.39329999999999,43.76348999999999],[-79.39329999999999,43.7635],[-79.39329999999999,43.76350999999999],[-79.39331,43.76352],[-79.39333,43.76357],[-79.39336,43.76362999999999],[-79.39336,43.76362999999999],[-79.39343999999999,43.76361],[-79.39358,43.76359],[-79.39382,43.76353],[-79.39391,43.76352],[-79.39400999999999,43.76353],[-79.39418,43.76359999999999],[-79.39419999999999,43.76364],[-79.39445999999999,43.76424999999999],[-79.39448,43.76433],[-79.39466,43.76474],[-79.39475,43.76496],[-79.39476999999999,43.765],[-79.39476999999999,43.765],[-79.39481,43.76498999999999]]}",20 Fashion Roseway,"61","199",0.306532663316583,43.7629766,-79.3926166,"1543",Sheppard Ave East at Wilfred Ave,43.764976,-79.394809,Some,"1","1","348","103",Google,"0",Shelter With Bench Underneath
"{""type"":""LineString"",""coordinates"":[[-79.41295999999999,43.76227],[-79.41286999999999,43.76225999999999],[-79.4128,43.76223999999999],[-79.41276999999999,43.76223],[-79.41273999999999,43.76223999999999],[-79.41271999999999,43.76223999999999],[-79.4127,43.76223],[-79.41266,43.76221999999999],[-79.41262,43.7622],[-79.41262,43.7622],[-79.41264999999999,43.76218],[-79.41268999999999,43.76214],[-79.41271,43.76209999999999],[-79.41271,43.76207999999999],[-79.41267999999999,43.76196],[-79.41267999999999,43.76196],[-79.41244,43.76200999999999]]}",33 Elmhurst Ave,"195","420",0.464285714285714,43.7624652,-79.4129934,"14771",Sheppard-Yonge Station,43.761885,-79.412389,Some,"0","0","74","104",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.41424999999999,43.76399],[-79.41407999999999,43.76359999999999],[-79.41404,43.76350999999999],[-79.41401999999999,43.76346999999999],[-79.41397,43.76339],[-79.41396,43.76330999999999],[-79.41392999999999,43.76323],[-79.41384999999999,43.76305],[-79.41383999999999,43.76301999999999],[-79.41371999999999,43.76274999999999],[-79.41370999999999,43.76272999999999],[-79.4137,43.76274],[-79.41365999999999,43.76261],[-79.41366999999999,43.76261],[-79.41358999999999,43.76241999999999],[-79.41352,43.76225],[-79.41348999999999,43.76216999999999],[-79.41347,43.76212],[-79.41339,43.76192],[-79.41337,43.76193],[-79.41331999999999,43.76182],[-79.41331999999999,43.76182],[-79.41315,43.76185],[-79.41297,43.76189999999999],[-79.41276,43.76194999999999],[-79.41261,43.76196999999999],[-79.41244,43.76200999999999]]}",131 Beecroft Rd,"260","424",0.613207547169811,43.7641423,-79.4139766,"14771",Sheppard-Yonge Station,43.761885,-79.412389,Some,"0","0","332","105",Google,"0",
"{""type"":""LineString"",""coordinates"":[[-79.40946999999999,43.76446],[-79.40944,43.76438999999999],[-79.40940999999999,43.76433999999999],[-79.40917,43.7639],[-79.40917,43.7639],[-79.40922999999999,43.76388],[-79.40922999999999,43.76389],[-79.40928999999999,43.76388],[-79.40941999999999,43.76384999999999],[-79.40954999999999,43.76382],[-79.41012,43.76368999999999],[-79.41038,43.76364],[-79.41048,43.76361],[-79.41058999999999,43.76357999999999],[-79.4107,43.76355999999999],[-79.41074999999999,43.76355],[-79.41083999999999,43.76353],[-79.41092999999999,43.7635],[-79.41101,43.76348999999999],[-79.41119999999999,43.76344],[-79.41123,43.76344],[-79.41125999999999,43.76343],[-79.41138999999999,43.76339999999999],[-79.41137999999999,43.76337],[-79.4114,43.76335999999999]]}",65 Spring Garden Ave,"310","518",0.598455598455598,43.7644955,-79.4093089,"8983",Yonge St at Elmhurst Ave,43.763356,-79.411485,Some,"0","1","268","106",Google,"0",Shelter With Bench Underneath
