_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,STYLE,BARCODE,POSTERBOARD,POSTERBOARDSTATUS,SDE_STATE_ID,geometry
4470,7720,TR-07110,3,Normandale Cres,Upper Canada Dr,South,Normandale Cres,East,T8396,15,None,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4014610384597, 43.7563645969646]]}"
4471,7721,TR-07103,81,Lord Seaton Rd,Lord Seaton Rd,South,The Links Rd,West,T7954,15,None,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.401734373857, 43.7525738615127]]}"
4472,7726,TR-07033,563,King St W,King St W,South,Portland St,East,T15649,10,None,LK,Temporarily Removed,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3993494670788, 43.644519835913]]}"
4473,7727,TR-07024,None,None,King St W,North,Simcoe St,East,T15641,10,Financial District,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3859100311259, 43.647490716301]]}"
4474,7728,TR-07048,284,Greenwood Ave,Greenwood Ave,West,Ivy Ave,North,T3680,14,None,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3291875188075, 43.673535369793]]}"
4475,7729,TR-07180,None,None,Spadina Ave,Centre West,Sussex Ave,South,T8132B,None,None,Q10-SA,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4026569892729, 43.664338020459]]}"
4476,7730,TR-07179,None,None,Spadina Ave,Centre West,Sussex Ave,South,T8132A,None,None,Q10-SA,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4026650061774, 43.6643567860752]]}"
4477,7731,TR-07185,None,None,Spadina Ave,Centre West,Harbord St,South,T8124A,None,Harbord Street,Q10-SA,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4020690544974, 43.662852972328]]}"
4478,7732,TR-07175,None,None,The Bridle Path,East,Lawrence Ave E,South,T1746,15,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3644529219073, 43.7331805089779]]}"
4479,7733,TR-07223,1,Thorny Vineway,Leslie St,West,Thorny Vineway,North,None,17,None,None,Existing,Enseicom,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3672067969504, 43.7858510138365]]}"
4480,7735,SH-01902,96,Denison Ave,Dundas St W,South,Denison Ave,West,T2156,10,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4024446202963, 43.6519271762718]]}"
4481,7739,TR-00843,None,None,Martin Grove Rd,East,Dixon Rd,North,T5607,01,None,A,Existing,Provincial,0TS11256,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5708157409986, 43.6919482698682]]}"
4482,7740,TR-00882,226,Wintermute Blvd,Birchmount Rd,West,Wintermute Blvd,North,T469,22,None,RN2,Existing,Provincial,S3900469,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3148037882838, 43.8164592099085]]}"
4483,7741,TR-05020,1970,St Clair Ave W,Weston Rd,West,St Clair Ave W,North,T15750,05,None,LK,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.4678281883328, 43.6727869186604]]}"
4484,7742,TR-05056,4727,Sheppard Ave E,Sheppard Ave E,South,McCowan Rd,East,T7192,23,Sheppard East Village,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2531778311912, 43.7907401861067]]}"
4485,7744,TR-04796,354,St Clair Ave W,St Clair Ave W,Centre North,Tweedsmuir Ave,West,None,12,None,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.413506133008, 43.6841476296974]]}"
4486,7745,TR-04843,110,St Clair Ave W,St Clair Ave W,Centre North,Deer Park Cres,West,None,12,Yonge & St. Clair,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3985930287098, 43.6872055197525]]}"
4487,7746,TR-03877,1671,Queen St E,Queen St E,South,Eastern Ave,West,T11845,19,The Beach,DIG-FE,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.312941377958, 43.6670190277707]]}"
4488,7750,TR-03094,None,None,Martin Grove Rd,West,Lexington Ave,North,T5624,01,None,LCN,Existing,Provincial,S0105624,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5955871362894, 43.7444071067372]]}"
4489,7752,TR-03170,1621,Albion Rd,Martin Grove Rd,East,Albion Rd,South,T5590,01,None,LCN,Temporarily Removed,Provincial,S0105590,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5937976774799, 43.7415445018294]]}"
4490,7753,TR-04263,27,Signal Hill Ave,Signal Hill Ave,East,Steinway Blvd,North,T10859,01,None,LCN,Existing,Provincial,S0110859,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.623954676959, 43.7508860162796]]}"
4491,7754,TR-03206,540,Evans Ave,The East Mall,East,Evans Ave,North,T9626,03,None,B,Existing,Provincial,00TS1528,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5437215877348, 43.6121852700002]]}"
4492,7756,TR-03306,3750,Ellesmere Rd,Ellesmere Rd,North,Scarboro Ave,East,T10525,25,None,LC,Existing,Provincial,00TS9670,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.1697445785378, 43.7911187385137]]}"
4493,7760,SH-01303,2694,Eglinton Ave W,Eglinton Ave W,North,Municipal Dr,East,None,05,Eglinton Hill,Standard Daytech,Existing,Daytech,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4769657058118, 43.6898206793147]]}"
4494,7766,TR-05197,4325,McCowan Rd,McCowan Rd,East,Steeles Ave E,South,T9818,23,None,LC,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2750663112546, 43.8289017683813]]}"
4495,7767,TR-05219,1555,Avenue Rd,Avenue Rd,East,Woburn Ave,South,T4797,08,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.4166912859802, 43.7252756055792]]}"
4496,7768,TR-05304,None,None,Birchmount Rd,East,Cass Ave,South,T390,22,None,T,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2969032062141, 43.7788618728383]]}"
4497,7769,TR-05233,429,College St,College St,North,Bathurst St,East,T812B,11,None,Q10-SA,Existing,Provincial,TS13128M,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.407228916703, 43.6565993155291]]}"
4498,7770,TR-05280,None,None,Spadina Ave,North,King St W,West,T8126C,10,None,Q10-SA,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3952388517064, 43.645837705757]]}"
4499,7771,SH-03753,35,Candy Courtway,Bathurst St,East,Cedarcroft Blvd,North,None,18,None,Standard Daytech,Existing,Daytech,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4454019715235, 43.7842208399135]]}"
4500,7773,SH-01156,1X,Allenby Ave,Islington Ave,East,Allenby Ave,South,T3755,01,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.553062248294, 43.7112675529285]]}"
4501,7774,TR-04174,600,Sewell's Rd,Morningview Trl,West,Sewell's Rd,North,T13326,25,None,LKN,Existing,Provincial,S4213326,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2010190301218, 43.8199944052873]]}"
4502,7775,TR-06527,128,East Ave,East Ave,West,Golders Green Ave,North,T5037,25,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.1333778666197, 43.7846969818894]]}"
4503,7776,TR-04590,1,Carlaw Ave,Carlaw Ave,East,Lake Shore Blvd E,North,T4857,14,None,Q,Existing,Provincial,TS13118P,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3375914539417, 43.6553910842398]]}"
4504,7777,SH-03066,2,Talgarth Rd,The East Mall,West,Talgarth Rd,North,T2218,02,None,Canopy,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5707108981353, 43.6627083441204]]}"
4505,7778,TR-03683,None,None,Fleet St,Centre North,Fort York Blvd,West,T14509A,10,CityPlace and Fort York,Q10-SA,Existing,Provincial,TS12310R,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4071335318255, 43.6364167693774]]}"
4506,7779,TR-02919,100,Graydon Hall Dr,Graydon Hall Dr,North,Graydon Hall Pl,East,T9657,16,None,LKN,Existing,Provincial,S3409657,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3439612695621, 43.7648848123055]]}"
4507,7781,TR-02188,106,Bickerton Cres,Victoria Park Ave,West,Van Horne Ave,North,T8521,17,None,A,Existing,Provincial,0TS12632,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3298405363117, 43.7893716142108]]}"
4508,7783,TR-03000,1575,Albion Rd,Albion Rd,West,Finch Ave W,North,T3270,01,None,U,Temporarily Removed,Provincial,0TS12402,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5896260256684, 43.7410388482483]]}"
4509,7787,SH-01191,105,Scarlett Rd,Scarlett Rd,West,Delemere Ave,North,T7081,05,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5025721681318, 43.6703158627487]]}"
4510,7788,TR-02822,2676,Yonge St,Yonge St,West,Blythwood Rd,North,2513,08,Uptown Yonge,B,Existing,Provincial,00TS6844,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.4006252509997, 43.7168287045993]]}"
4511,7790,SH-01320,95,High Park Ave,High Park Ave,East,Glenlake Ave,South,T3697,04,None,D,Existing,Enseicom,None,TO360,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4666345849166, 43.6570109840403]]}"
4512,7792,SH-01810,600X,Martin Grove Rd,Martin Grove Rd,West,Eglinton Ave W,North,T5609,01,None,A,Temporarily Removed,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5634710316147, 43.6747205142188]]}"
4513,7793,SH-02845,53,Mossgrove Trl,York Mills Rd,North,Banbury Rd,East,T7466,15,None,B,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3652808947005, 43.7526764518484]]}"
4514,7794,SH-03467,2435,Finch Ave W,Finch Ave W,South,Jayzel Dr,West,T2609,07,Emery Village,C,Temporarily Removed,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5494309903095, 43.750421758227]]}"
4515,7795,TR-03342,4,Elm Rd,Lawrence Ave W,North,Elm Rd,West,T5368,08,None,LC,Existing,Provincial,00TS6322,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4123404493232, 43.7230809357985]]}"
4516,7798,TR-01017,85,Thorncliffe Park Dr,Thorncliffe Park Dr,East,Overlea Blvd,South,T8352,15,None,KF2,Existing,Provincial,S2608352,No,Permanently Removed,,"{'type': 'MultiPoint', 'coordinates': [[-79.3430302104084, 43.7064649126275]]}"
4517,7800,TR-04827,235,St Clair Ave W,St Clair Ave W,Centre South,Dunvegan Rd,West,None,12,None,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4049593784773, 43.6858986812043]]}"
4518,7803,TR-06224,None,None,Middlefield Rd,West,Arbor Low Gt,North,T6581,23,None,LKN,Existing,Provincial,S4106581,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2587231063972, 43.8119920398232]]}"
4519,7805,SH-03534,25,Vickers Rd,Dundas St W,South,427 C N Dundas Ramp,West,T9722,03,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5551905674002, 43.6287949730217]]}"
4520,7806,TR-05334,1,Imogene Ave,Weston Rd,East,Imogene Ave,South,T8731,07,Emery Village,LK,Existing,Provincial,TS13317,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5401413498975, 43.7426164711819]]}"
4521,7807,SH-00656,2339,Dufferin St,Dufferin St,East,Hunter Ave,North,T2062,12,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4496920153027, 43.6947047185831]]}"
4522,7809,TR-02820,3446,Yonge St,Yonge St,West,Deloraine Ave,North,T9064,08,Yonge Lawrence Village,DIG-FE,Existing,Provincial,00TS6828,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4046641845135, 43.7340491804051]]}"
4523,7819,TR-05204,565,Kennedy Rd,Kennedy Rd,East,Summer Dr,North,T2764,20,None,LC,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.263538100778, 43.7222700730562]]}"
4524,7821,TR-05243,None,None,Victoria Park Ave,East,Morecambe Gt,North,T8486,22,None,LC,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3344928845557, 43.8003876755549]]}"
4525,7822,SH-03421,28,Lionhead Trl,Sheppard Ave E,South,Meadowvale Rd,East,T7212,25,None,D,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.1699274891783, 43.8084252405639]]}"
4526,7823,SH-02021,111,North Dr,Royal York Rd,East,Royal York Rd,North,T7018,02,None,D,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5242662917572, 43.6772115709475]]}"
4527,7826,TR-04094,2161,Midland Ave,Midland Ave,East,Progress Ave,South,T5733,21,None,LCN,Existing,Provincial,S3705733,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2727497914743, 43.7728374613104]]}"
4528,7827,TR-04100,613,Evans Ave,Evans Ave,South,Brown's Line,West,T2434,03,None,RN2,Existing,Provincial,S0602434,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5494491155846, 43.6104409897215]]}"
4529,7828,TR-04181,None,None,William R Allen Rd,East,Rimrock Rd,South,T14834,06,DuKe Heights,VS,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.4647812333958, 43.7575497045576]]}"
4530,7829,TR-04204,3000,Victoria Park Ave,Victoria Park Ave,West,Ernest Ave,North,T8458,17,None,LKN,Existing,Provincial,S3308458,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3309699007398, 43.7919032938597]]}"
4531,7830,TR-06573,None,None,John Garland Blvd,North,Martin Grove Rd,East,T11577,01,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5890408757651, 43.7322203019136]]}"
4532,7834,TR-02932,4240,Lawrence Ave E,Lawrence Ave E,North,Collinsgrove Rd,East,T5252,25,None,LKN,Existing,Provincial,S4405252,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.1826599531716, 43.7692977557298]]}"
4533,7835,TR-03719,2201,Brimley Rd,Brimley Rd,East,Heather Rd,South,T4823,23,None,LC,Temporarily Removed,Provincial,0TS12554,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2697857679138, 43.7904745497221]]}"
4534,7836,TR-02247,225,Van Horne Ave,Don Mills Rd E,East,Van Horne Ave,South,T1975,17,None,LC,Existing,Provincial,0TS12092,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3527237934581, 43.7872079326986]]}"
4535,7837,TR-03121,2533,Kipling Ave,Kipling Ave,East,Farr Ave,North,T4309,01,None,LC,Existing,Provincial,0TS12388,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5823651900554, 43.7442672230949]]}"
4536,7838,TR-03003,1760,Martin Grove Rd,Finch Ave W,South,Martin Grove Rd,West,T2616,01,None,T,Temporarily Removed,Provincial,S0102616,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5919384100549, 43.7365983475697]]}"
4537,7842,TR-02826,3311X,Dufferin St,Dufferin St,East,Glen Belle Cres,South,T982,08,None,B,Existing,Provincial,0TS10892,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.4564131332505, 43.7222977106241]]}"
4538,7843,TR-02222,72,Centre Ave,Willowdale Ave,West,Centre Ave,North,T8796,18,None,LC,Existing,Provincial,0TS11924,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4121175606027, 43.7931523413763]]}"
4539,7844,TR-03584,2290,Keele St,Keele St,West,Flamborough Dr,North,T3993,05,Lawrence Ingram Keele,LC,Existing,Provincial,0TS12768,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4769261810753, 43.7030626018169]]}"
4540,7846,TR-02210,2000,Meadowvale Rd,Zoo Rd,South,Kirkhams Rd,West,T6527,25,None,LC,Existing,Provincial,0TS12130,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.1798601518755, 43.8195577879042]]}"
4541,7848,TR-01568,3470-3490,Pharmacy Ave,Pharmacy Ave,West,Gordon Baker Rd,South,T6733,22,None,LKN,Existing,Provincial,S3906733,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3330529438694, 43.8089120231745]]}"
4542,7849,TR-03578,1475,The Queensway,The Queensway,South,Wickman Rd,West,T6922,03,None,LC,Existing,Provincial,0TS12498,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5348210859167, 43.6189702464891]]}"
4543,7850,TR-03764,5556,Sheppard Ave E,Sheppard Ave E,North,Markham Rd,East,T7207,23,None,LC,Existing,Provincial,00TS1298,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2384635201367, 43.7940654066963]]}"
4544,7851,TR-03390,None,None,Lake Shore Blvd W,Centre South,Park Lawn Rd,East,T5175C,03,None,Q10-SA,Existing,Provincial,TS12374M,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4797391720567, 43.6257203796948]]}"
4545,7852,TR-02045,115,St Regis Cres N,St Regis Cres N,South,Bakersfield St,West,T4636,06,DuKe Heights,LKN,Existing,Provincial,S0804636,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.4811129921635, 43.7570353534521]]}"
4546,7855,TR-02840,80,Sheppard Ave E,Sheppard Ave E,North,Doris Ave,East,T1535,18,None,US,Existing,Provincial,0TS12168,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4079809594946, 43.7623311140948]]}"
4547,7857,TR-01800,444,Dufferin St,Dufferin St,West,Alma Ave,South,T2015,09,None,LC,Temporarily Removed,Provincial,00TS5804,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4296994188247, 43.6448166386014]]}"
4548,7858,TR-01062,19,Jane St,Jane St,West,Milo Park Gt,South,T3858,07,None,S,Existing,Provincial,S0803858,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5194265860703, 43.763959156232]]}"
4549,7861,TR-02316,219,Wilson Ave,Wilson Ave,South,Clyde Ave,West,T8847,08,None,LC,Existing,Provincial,0TS12194,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4270141684141, 43.7385765648135]]}"
4550,7862,TR-00351,1399X,O'Connor Dr,O'Connor Dr,North,Bermondsey Rd,East,2707,19,None,A,Existing,Provincial,00TS8586,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3073285309063, 43.7128346299808]]}"
4551,7868,TR-03490,3288,Keele St,Keele St,West,Wycombe Rd,North,T4052,06,None,U,Existing,Provincial,00TS9210,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4861441372062, 43.7430115415305]]}"
4552,7871,TR-01350,282,Caledonia Rd,Rogers Rd,South,Caledonia Rd,West,T6015,09,None,LCN,Existing,Provincial,S1706015,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4582820841575, 43.6830626360749]]}"
4553,7873,TR-06602,None,None,Scarborough Golf Club Rd,East,Lawrence Ave E,North,T11093,24,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2156826753932, 43.7624744810306]]}"
4554,7874,TR-06610,None,None,Guildwood Pkwy,South,Rowatson Rd,East,T2687,24,None,RN2,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2009292157548, 43.7470255209636]]}"
4555,7875,TR-06616,500,Bay St,Bay St,West,Hagerman St,North,T253,10,None,LC,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3833797614614, 43.6544971795676]]}"
4556,7876,TR-06623,2095,Lake Shore Blvd W,Lake Shore Blvd W,North,Brookers Lane,East,T5200B,03,None,Q10-SA,Existing,Provincial,TS13838M,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4782791694375, 43.629061574437]]}"
4557,7877,TR-06630,191,Attwell Dr,Attwell Dr,East,Farnboro Rd,South,T9303,01,None,RN1,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5874097699452, 43.6913339953781]]}"
4558,7879,TR-06379,None,McNicoll Ave,McNicoll Ave,South,Silver Springs Blvd,West,T12017,22,None,LCN,Existing,Provincial,S3912017,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3065079318004, 43.8098805393858]]}"
4559,7880,TR-06108,6530,Lawrence Ave E,Lawrence Ave E,North,Stotts Ter,West,T9972,25,None,LKN,Existing,Provincial,S4409972,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.128008052355, 43.7831921559003]]}"
4560,7881,TR-06030,None,None,Morningside Ave,East,Old Finch Ave,South,T14555,25,None,LKN,Existing,Provincial,S4214555,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2146624849438, 43.8186803077167]]}"
4561,7882,TR-06098,2434,Bloor St W,Bloor St W,North,Jane St,East,T529,04,Bloor West Village,LKN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4842279097905, 43.6494676946766]]}"
4562,7883,TR-06121,98,Arrow Rd,Arrow Rd,West,Lido Rd,South,T7501,07,Emery Village,LKN,Existing,Provincial,S0707501,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5308729106031, 43.7415856237335]]}"
4563,7884,TR-06139,None,None,Pharmacy Ave,East,Huntingwood Dr,South,T6730,22,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3190760715874, 43.779388911531]]}"
4564,7885,TR-06077,None,None,The Westway,South,Celestine Dr,East,T6185,02,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5565772934947, 43.6852832608076]]}"
4565,7886,TR-06044,None,None,Birchmount Rd,East,Beswick Park Crt,North,T465,22,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3134154044451, 43.8139102978409]]}"
